team,snapshot_date,deadline_date,player_name,kind,holder,season,value,note,raw_type
phoenix-suns,2026-07-12,7/7/2028,Collin Gillespie,extension_eligible,,2028-29,,,EXTENSION ELIGIBLE 2028-29 Extension Eligible
phoenix-suns,2026-07-12,7/7/2028,Jordan Goodwin,extension_eligible,,2028-29,,,EXTENSION ELIGIBLE 2028-29 Extension Eligible
phoenix-suns,2026-07-12,7/7/2028,Mark Williams,extension_eligible,,2028-29,,,EXTENSION ELIGIBLE 2028-29 Extension Eligible
phoenix-suns,2026-07-12,6/29/2029,Khaman Maluach,qualifying_offer,,2029-30,12334718,,RFA / QO 2029-30 Qualifying Offer
phoenix-suns,2026-07-12,6/29/2030,Devin Booker,option,player,2029-30,68763114,,PLAYER 2029-30 Player Option
portland-trail-blazers,2025-07-22,8/1/2025,Duop Reath,guarantee,,2025-26,2221677,,GUARANTEED 2025-26 Guaranteed
portland-trail-blazers,2025-07-22,10/31/2025,Scoot Henderson,option,club,2026-27,13585523,,CLUB 2026-27 Club Option
portland-trail-blazers,2025-07-22,10/31/2025,Donovan Clingan,option,club,2026-27,7519920,,CLUB 2026-27 Club Option
portland-trail-blazers,2025-07-22,10/31/2025,Kris Murray,option,club,2026-27,5315004,,CLUB 2026-27 Club Option
portland-trail-blazers,2025-07-22,2/16/2026,Duop Reath,extension_eligible,,2025-26,,,EXTENSION ELIGIBLE 2025-26 Extension Eligible
portland-trail-blazers,2025-07-22,6/29/2026,Caleb Love,qualifying_offer,,2026-27,2253346,,RFA / QO 2026-27 Qualifying Offer
portland-trail-blazers,2025-07-22,6/29/2026,Sidy Cissoko,qualifying_offer,,2026-27,2253346,,RFA / QO 2026-27 Qualifying Offer
portland-trail-blazers,2025-07-22,6/29/2026,Shaedon Sharpe,qualifying_offer,,2026-27,11264377,,RFA / QO 2026-27 Qualifying Offer
portland-trail-blazers,2025-07-22,6/29/2026,Duop Reath,qualifying_offer,,2026-27,2999264,,RFA / QO 2026-27 Qualifying Offer
portland-trail-blazers,2025-07-22,6/29/2026,Toumani Camara,option,club,2026-27,,non-guaranteed,CLUB 2026-27 Club Option — non-guaranteed
portland-trail-blazers,2025-07-22,6/29/2026,Rayan Rupert,qualifying_offer,,2026-27,2999264,,RFA / QO 2026-27 Qualifying Offer
portland-trail-blazers,2025-07-22,7/1/2026,Scoot Henderson,extension_eligible,,2026-27,,,EXTENSION ELIGIBLE 2026-27 Extension Eligible
portland-trail-blazers,2025-07-22,7/9/2026,Jerami Grant,extension_eligible,,2026-27,,,EXTENSION ELIGIBLE 2026-27 Extension Eligible
portland-trail-blazers,2025-07-22,7/20/2026,Toumani Camara,guarantee,,2026-27,2406205,,GUARANTEED 2026-27 Guaranteed
portland-trail-blazers,2025-07-22,10/1/2026,Deni Avdija,extension_eligible,,2026-27,,,EXTENSION ELIGIBLE 2026-27 Extension Eligible
portland-trail-blazers,2025-07-22,10/1/2026,Deni Avdija,extension_eligible,,2026-27,,,EXTENSION ELIGIBLE 2026-27 Extension Eligible
portland-trail-blazers,2025-07-22,10/31/2026,Hansen Yang,option,club,2027-28,4864920,,CLUB 2027-28 Club Option
portland-trail-blazers,2025-07-22,10/31/2026,Donovan Clingan,option,club,2027-28,9550298,,CLUB 2027-28 Club Option
portland-trail-blazers,2025-07-22,4/11/2027,Jrue Holiday,extension_eligible,,2026-27,,,EXTENSION ELIGIBLE 2026-27 Extension Eligible
portland-trail-blazers,2025-07-22,6/29/2027,Damian Lillard,option,player,2027-28,14104000,,PLAYER 2027-28 Player Option
portland-trail-blazers,2025-07-22,6/29/2027,Jrue Holiday,option,player,2027-28,37200000,,PLAYER 2027-28 Player Option
portland-trail-blazers,2025-07-22,6/29/2027,Jerami Grant,option,player,2027-28,36413790,,PLAYER 2027-28 Player Option
portland-trail-blazers,2025-07-22,6/29/2027,Kris Murray,qualifying_offer,,2027-28,8264832,,RFA / QO 2027-28 Qualifying Offer
portland-trail-blazers,2025-07-22,6/29/2027,Scoot Henderson,qualifying_offer,,2027-28,19182759,,RFA / QO 2027-28 Qualifying Offer
portland-trail-blazers,2025-07-22,7/1/2027,Donovan Clingan,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
portland-trail-blazers,2025-07-22,10/31/2027,Hansen Yang,option,club,2028-29,7462788,,CLUB 2028-29 Club Option
portland-trail-blazers,2025-07-22,6/29/2028,Donovan Clingan,option,club,2028-29,13761980,,CLUB 2028-29 Club Option
portland-trail-blazers,2025-07-22,7/1/2028,Hansen Yang,extension_eligible,,2028-29,,,EXTENSION ELIGIBLE 2028-29 Extension Eligible
portland-trail-blazers,2025-07-22,6/29/2029,Hansen Yang,qualifying_offer,,2029-30,11231496,,RFA / QO 2029-30 Qualifying Offer
sacramento-kings,2026-03-11,3/15/2026,Killian Hayes,other,,2025-26,,10-day expired (2nd),2025-26 — 10-day expired (2nd)
sacramento-kings,2026-03-11,6/29/2026,Keegan Murray,qualifying_offer,,2026-27,14699059,,RFA / QO 2026-27 Qualifying Offer
sacramento-kings,2026-03-11,6/29/2026,Patrick Baldwin Jr.,qualifying_offer,,2026-27,,Two-Way,RFA / QO 2026-27 Qualifying Offer — Two-Way
sacramento-kings,2026-03-11,6/29/2026,Daeqwon Plowden,qualifying_offer,,2026-27,,Two-Way,RFA / QO 2026-27 Qualifying Offer — Two-Way
sacramento-kings,2026-03-11,6/29/2026,Isaiah Stevens,qualifying_offer,,2026-27,,Two-Way,RFA / QO 2026-27 Qualifying Offer — Two-Way
sacramento-kings,2026-03-11,6/29/2026,Zach LaVine,option,player,2026-27,48967380,,PLAYER 2026-27 Player Option
sacramento-kings,2026-03-11,7/6/2026,Malik Monk,extension_eligible,,2026-27,,,EXTENSION ELIGIBLE 2026-27 Extension Eligible
sacramento-kings,2026-03-11,7/6/2026,Domantas Sabonis,extension_eligible,,2026-27,,,EXTENSION ELIGIBLE 2026-27 Extension Eligible
sacramento-kings,2026-03-11,7/8/2026,DeMar DeRozan,extension_eligible,,2026-27,,,EXTENSION ELIGIBLE 2026-27 Extension Eligible
sacramento-kings,2026-03-11,10/31/2026,Nique Clifford,option,club,2027-28,3418800,,CLUB 2027-28 Club Option
sacramento-kings,2026-03-11,10/31/2026,Devin Carter,option,club,2027-28,7370897,,CLUB 2027-28 Club Option
sacramento-kings,2026-03-11,1/10/2027,DeMar DeRozan,guarantee,,2026-27,25740000,,GUARANTEED 2026-27 Guaranteed
sacramento-kings,2026-03-11,6/29/2027,Malik Monk,option,player,2027-28,21582451,,PLAYER 2027-28 Player Option
sacramento-kings,2026-03-11,6/29/2027,Maxime Raynaud,option,club,2027-28,,non-guaranteed,CLUB 2027-28 Club Option — non-guaranteed
sacramento-kings,2026-03-11,7/1/2027,Devin Carter,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
sacramento-kings,2026-03-11,7/2/2027,Maxime Raynaud,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
sacramento-kings,2026-03-11,10/31/2027,Nique Clifford,option,club,2028-29,5979481,,CLUB 2028-29 Club Option
sacramento-kings,2026-03-11,1/10/2028,Maxime Raynaud,guarantee,,2027-28,2525901,,GUARANTEED 2027-28 Guaranteed
sacramento-kings,2026-03-11,1/10/2028,Dylan Cardwell,guarantee,,2027-28,2525901,,GUARANTEED 2027-28 Guaranteed
sacramento-kings,2026-03-11,6/29/2028,Devin Carter,other,,2028-29,10931040,,2028-29
sacramento-kings,2026-03-11,6/29/2028,Dylan Cardwell,option,club,2028-29,,,CLUB 2028-29 Club Option
sacramento-kings,2026-03-11,6/29/2028,Maxime Raynaud,qualifying_offer,,2028-29,3409966,,RFA / QO 2028-29 Qualifying Offer
sacramento-kings,2026-03-11,7/1/2028,Nique Clifford,extension_eligible,,2028-29,,,EXTENSION ELIGIBLE 2028-29 Extension Eligible
sacramento-kings,2026-03-11,1/10/2029,Dylan Cardwell,guarantee,,2028-29,2735698,,GUARANTEED 2028-29 Guaranteed
sacramento-kings,2026-03-11,6/29/2029,Nique Clifford,qualifying_offer,,2029-30,9339950,,RFA / QO 2029-30 Qualifying Offer
san-antonio-spurs,2025-10-17,10/31/2025,Victor Wembanyama,option,club,2026-27,16868246,,CLUB 2026-27 Club Option
san-antonio-spurs,2025-10-17,10/31/2025,Stephon Castle,option,club,2026-27,10015920,,CLUB 2026-27 Club Option
san-antonio-spurs,2025-10-17,1/10/2026,Bismack Biyombo,guarantee,,2026-27,3634153,,GUARANTEED 2026-27 Guaranteed
san-antonio-spurs,2025-10-17,1/10/2026,Stanley Umude,guarantee,,2025-26,2378870,,GUARANTEED 2025-26 Guaranteed
san-antonio-spurs,2025-10-17,1/10/2026,Adam Flagler,guarantee,,2025-26,2296274,,GUARANTEED 2025-26 Guaranteed
san-antonio-spurs,2025-10-17,1/10/2026,Micah Potter,guarantee,,2025-26,2461463,,GUARANTEED 2025-26 Guaranteed
san-antonio-spurs,2025-10-17,1/10/2026,Lindy Waters III,guarantee,,2025-26,2461463,,GUARANTEED 2025-26 Guaranteed
san-antonio-spurs,2025-10-17,6/29/2026,Adam Flagler,qualifying_offer,,2026-27,,,RFA / QO 2026-27 Qualifying Offer
san-antonio-spurs,2025-10-17,6/29/2026,Riley Minix,qualifying_offer,,2026-27,,Two-Way,RFA / QO 2026-27 Qualifying Offer — Two-Way
san-antonio-spurs,2025-10-17,6/29/2026,Harrison Ingram,qualifying_offer,,2026-27,,Two-Way,RFA / QO 2026-27 Qualifying Offer — Two-Way
san-antonio-spurs,2025-10-17,6/29/2026,David Jones-Garcia,qualifying_offer,,2026-27,,Two-Way,RFA / QO 2026-27 Qualifying Offer — Two-Way
san-antonio-spurs,2025-10-17,6/29/2026,Jeremy Sochan,qualifying_offer,,2026-27,9615393,,RFA / QO 2026-27 Qualifying Offer
san-antonio-spurs,2025-10-17,6/29/2026,Julian Champagnie,option,club,2026-27,,non-guaranteed,CLUB 2026-27 Club Option — non-guaranteed
san-antonio-spurs,2025-10-17,7/1/2026,Victor Wembanyama,extension_eligible,,2026-27,,,EXTENSION ELIGIBLE 2026-27 Extension Eligible
san-antonio-spurs,2025-10-17,8/1/2026,Julian Champagnie,guarantee,,2026-27,3000000,,GUARANTEED 2026-27 Guaranteed
san-antonio-spurs,2025-10-17,10/1/2026,Devin Vassell,extension_eligible,,2026-27,,,EXTENSION ELIGIBLE 2026-27 Extension Eligible
san-antonio-spurs,2025-10-17,10/31/2026,Dylan Harper,option,club,2027-28,13607760,,CLUB 2027-28 Club Option
san-antonio-spurs,2025-10-17,10/31/2026,Stephon Castle,option,club,2027-28,12670139,,CLUB 2027-28 Club Option
san-antonio-spurs,2025-10-17,10/31/2026,Carter Bryant,option,club,2027-28,5390640,,CLUB 2027-28 Club Option
san-antonio-spurs,2025-10-17,6/29/2027,Victor Wembanyama,qualifying_offer,,2027-28,23615545,,RFA / QO 2027-28 Qualifying Offer
san-antonio-spurs,2025-10-17,6/30/2027,Luke Kornet,guarantee,,2027-28,9900000,,GUARANTEED 2027-28 Guaranteed
san-antonio-spurs,2025-10-17,7/1/2027,Stephon Castle,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
san-antonio-spurs,2025-10-17,7/7/2027,Luke Kornet,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
san-antonio-spurs,2025-10-17,10/31/2027,Dylan Harper,option,club,2028-29,17172994,,CLUB 2028-29 Club Option
san-antonio-spurs,2025-10-17,10/31/2027,Carter Bryant,option,club,2028-29,7983539,,CLUB 2028-29 Club Option
san-antonio-spurs,2025-10-17,6/29/2028,Luke Kornet,option,club,2028-29,,,CLUB 2028-29 Club Option
san-antonio-spurs,2025-10-17,6/29/2028,Stephon Castle,qualifying_offer,,2028-29,17978928,,RFA / QO 2028-29 Qualifying Offer
san-antonio-spurs,2025-10-17,6/30/2028,Luke Kornet,guarantee,,2028-29,9350000,,GUARANTEED 2028-29 Guaranteed
san-antonio-spurs,2025-10-17,7/1/2028,Dylan Harper,extension_eligible,,2028-29,,,EXTENSION ELIGIBLE 2028-29 Extension Eligible
san-antonio-spurs,2025-10-17,7/1/2028,Carter Bryant,extension_eligible,,2028-29,,,EXTENSION ELIGIBLE 2028-29 Extension Eligible
san-antonio-spurs,2025-10-17,6/29/2029,Carter Bryant,qualifying_offer,,2029-30,11903456,,RFA / QO 2029-30 Qualifying Offer
san-antonio-spurs,2025-10-17,6/29/2029,Dylan Harper,qualifying_offer,,2029-30,24128057,,RFA / QO 2029-30 Qualifying Offer
toronto-raptors,2025-11-25,6/29/2026,A.J. Lawson,qualifying_offer,,2026-27,,Two-Way,RFA / QO 2026-27 Qualifying Offer — Two-Way
toronto-raptors,2025-11-25,6/29/2026,Sandro Mamukelashvili,option,player,2026-27,2801346,,PLAYER 2026-27 Player Option
toronto-raptors,2025-11-25,6/29/2026,Alijah Martin,qualifying_offer,,2026-27,,,RFA / QO 2026-27 Qualifying Offer
toronto-raptors,2025-11-25,6/29/2026,Ochai Agbaji,qualifying_offer,,2026-27,8879483,,RFA / QO 2026-27 Qualifying Offer
toronto-raptors,2025-11-25,6/29/2026,Jakob Poeltl,option,player,2026-27,19500000,exercised 7/1/25 as part of extension,PLAYER 2026-27 Player Option — exercised 7/1/25 as part of extension
toronto-raptors,2025-11-25,6/29/2026,Jonathan Mogbo,option,club,2026-27,2296271,,CLUB 2026-27 Club Option
toronto-raptors,2025-11-25,6/29/2026,Jamal Shead,option,club,2026-27,2296271,,CLUB 2026-27 Club Option
toronto-raptors,2025-11-25,6/30/2026,Jamison Battle,guarantee,,2026-27,2296271,,GUARANTEED 2026-27 Guaranteed
toronto-raptors,2025-11-25,7/1/2026,Gradey Dick,extension_eligible,,2026-27,,,EXTENSION ELIGIBLE 2026-27 Extension Eligible
toronto-raptors,2025-11-25,7/4/2026,Jamal Shead,extension_eligible,,2026-27,,,EXTENSION ELIGIBLE 2026-27 Extension Eligible
toronto-raptors,2025-11-25,7/4/2026,Jonathan Mogbo,extension_eligible,,2026-27,,,EXTENSION ELIGIBLE 2026-27 Extension Eligible
toronto-raptors,2025-11-25,10/31/2026,Collin Murray-Boyles,option,club,2027-28,6966000,,CLUB 2027-28 Club Option
toronto-raptors,2025-11-25,10/31/2026,Ja'Kobe Walter,option,club,2027-28,5870172,,CLUB 2027-28 Club Option
toronto-raptors,2025-11-25,6/29/2027,Brandon Ingram,option,player,2027-28,41904762,,PLAYER 2027-28 Player Option
toronto-raptors,2025-11-25,6/29/2027,Gradey Dick,qualifying_offer,,2027-28,10576031,,RFA / QO 2027-28 Qualifying Offer
toronto-raptors,2025-11-25,6/29/2027,Jonathan Mogbo,qualifying_offer,,2027-28,3099966,,RFA / QO 2027-28 Qualifying Offer
toronto-raptors,2025-11-25,6/29/2027,Jamison Battle,qualifying_offer,,2027-28,3134745,,RFA / QO 2027-28 Qualifying Offer
toronto-raptors,2025-11-25,6/29/2027,Jamal Shead,qualifying_offer,,2027-28,2296271,,RFA / QO 2027-28 Qualifying Offer
toronto-raptors,2025-11-25,7/1/2027,Jakob Poeltl,guarantee,,2027-28,,"(i) increase by $5,000,000 per season for each season player plays at least 1,400 minutes (starting with the 2026-27 Season); and (ii) increase by $2,433,333 per season for each season player plays at least 1,400 minutes and team makes the playoffs (starting with the 2026-27 Season)","GUARANTEED 2027-28 Guaranteed — (i) increase by $5,000,000 per season for each season player plays at least 1,400 minutes (starting with the 2026-27 Season); and (ii) increase by $2,433,333 per season for each season player plays at least 1,400 minutes and team makes the playoffs (starting with the 2026-27 Season)"
toronto-raptors,2025-11-25,7/1/2027,Ja'Kobe Walter,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
toronto-raptors,2025-11-25,7/8/2027,Immanuel Quickley,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
toronto-raptors,2025-11-25,7/8/2027,Scottie Barnes,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
toronto-raptors,2025-11-25,10/31/2027,Collin Murray-Boyles,option,club,2028-29,8874684,,CLUB 2028-29 Club Option
toronto-raptors,2025-11-25,6/29/2028,Ja'Kobe Walter,qualifying_offer,,2028-29,8957884,,RFA / QO 2028-29 Qualifying Offer
toronto-raptors,2025-11-25,7/1/2028,Jakob Poeltl,guarantee,,2028-29,,"(i) increase by $5,000,000 per season for each season player plays at least 1,400 minutes (starting with the 2026-27 Season); and (ii) increase by $2,433,333 per season for each season player plays at least 1,400 minutes and team makes the playoffs (starting with the 2026-27 Season)","GUARANTEED 2028-29 Guaranteed — (i) increase by $5,000,000 per season for each season player plays at least 1,400 minutes (starting with the 2026-27 Season); and (ii) increase by $2,433,333 per season for each season player plays at least 1,400 minutes and team makes the playoffs (starting with the 2026-27 Season)"
toronto-raptors,2025-11-25,7/10/2028,Collin Murray-Boyles,extension_eligible,,2028-29,,,EXTENSION ELIGIBLE 2028-29 Extension Eligible
toronto-raptors,2025-11-25,6/29/2029,Collin Murray-Boyles,qualifying_offer,,2029-30,12982080,,RFA / QO 2029-30 Qualifying Offer
toronto-raptors,2025-11-25,7/1/2029,Jakob Poeltl,guarantee,,2029-30,,"(i) increase by $5,000,000 per season for each season player plays at least 1,400 minutes (starting with the 2026-27 Season); and (ii) increase by $2,433,333 per season for each season player plays at least 1,400 minutes and team makes the playoffs (starting with the 2026-27 Season)","GUARANTEED 2029-30 Guaranteed — (i) increase by $5,000,000 per season for each season player plays at least 1,400 minutes (starting with the 2026-27 Season); and (ii) increase by $2,433,333 per season for each season player plays at least 1,400 minutes and team makes the playoffs (starting with the 2026-27 Season)"
utah-jazz,2026-02-11,6/29/2026,Walker Kessler,qualifying_offer,,2026-27,7064702,,RFA / QO 2026-27 Qualifying Offer
utah-jazz,2026-02-11,6/29/2026,Oscar Tshiebwe,qualifying_offer,,2026-27,,Two-Way,RFA / QO 2026-27 Qualifying Offer — Two-Way
utah-jazz,2026-02-11,6/29/2026,Vincent Williams Jr.,option,club,2026-27,2489752,,CLUB 2026-27 Club Option
utah-jazz,2026-02-11,6/29/2026,Sviatoslav Mykhailiuk,option,club,2027-28,,non-guaranteed,CLUB 2027-28 Club Option — non-guaranteed
utah-jazz,2026-02-11,6/30/2026,Sviatoslav Mykhailiuk,guarantee,,2026-27,3850000,,GUARANTEED 2026-27 Guaranteed
utah-jazz,2026-02-11,6/30/2026,Kyle Filipowski,guarantee,,2026-27,3000000,,GUARANTEED 2026-27 Guaranteed
utah-jazz,2026-02-11,7/1/2026,Keyonte George,extension_eligible,,2026-27,,,EXTENSION ELIGIBLE 2026-27 Extension Eligible
utah-jazz,2026-02-11,7/1/2026,Brice Sensabaugh,extension_eligible,,2026-27,,,EXTENSION ELIGIBLE 2026-27 Extension Eligible
utah-jazz,2026-02-11,8/11/2026,Sviatoslav Mykhailiuk,extension_eligible,,2026-27,,,EXTENSION ELIGIBLE 2026-27 Extension Eligible
utah-jazz,2026-02-11,8/12/2026,Kyle Filipowski,extension_eligible,,2026-27,,,EXTENSION ELIGIBLE 2026-27 Extension Eligible
utah-jazz,2026-02-11,10/31/2026,Ace Bailey,option,club,2027-28,9976560,,CLUB 2027-28 Club Option
utah-jazz,2026-02-11,10/31/2026,Isaiah Collier,option,club,2027-28,4988948,,CLUB 2027-28 Club Option
utah-jazz,2026-02-11,10/31/2026,Cody Williams,option,club,2027-28,7669890,,CLUB 2027-28 Club Option
utah-jazz,2026-02-11,6/29/2027,Blake Hinson,qualifying_offer,,2027-28,,,RFA / QO 2027-28 Qualifying Offer
utah-jazz,2026-02-11,6/29/2027,Kyle Filipowski,option,club,2027-28,,,CLUB 2027-28 Club Option
utah-jazz,2026-02-11,6/29/2027,Isaiah Collier,qualifying_offer,,2028-29,7982318,,RFA / QO 2028-29 Qualifying Offer
utah-jazz,2026-02-11,6/29/2027,Brice Sensabaugh,qualifying_offer,,2027-28,7730957,,RFA / QO 2027-28 Qualifying Offer
utah-jazz,2026-02-11,6/29/2027,Keyonte George,qualifying_offer,,2027-28,9878708,,RFA / QO 2027-28 Qualifying Offer
utah-jazz,2026-02-11,6/30/2027,Kyle Filipowski,guarantee,,2027-28,3000000,,GUARANTEED 2027-28 Guaranteed
utah-jazz,2026-02-11,6/30/2027,Sviatoslav Mykhailiuk,guarantee,,2027-28,4025000,,GUARANTEED 2027-28 Guaranteed
utah-jazz,2026-02-11,7/1/2027,Isaiah Collier,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
utah-jazz,2026-02-11,7/1/2027,Cody Williams,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
utah-jazz,2026-02-11,8/7/2027,Lauri Markkanen,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
utah-jazz,2026-02-11,8/7/2027,Lauri Markkanen,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
utah-jazz,2026-02-11,10/31/2027,Ace Bailey,option,club,2028-29,12640302,,CLUB 2028-29 Club Option
utah-jazz,2026-02-11,7/1/2028,Ace Bailey,extension_eligible,,2028-29,,,EXTENSION ELIGIBLE 2028-29 Extension Eligible
utah-jazz,2026-02-11,6/29/2029,Ace Bailey,qualifying_offer,,2029-30,18025072,,RFA / QO 2029-30 Qualifying Offer
washington-wizards,2025-10-15,10/31/2025,Bilal Coulibaly,option,club,2026-27,9240012,,CLUB 2026-27 Club Option
washington-wizards,2025-10-15,10/31/2025,Cam Whitmore,option,club,2026-27,5458310,,CLUB 2026-27 Club Option
washington-wizards,2025-10-15,10/31/2025,AJ Johnson,option,club,2026-27,3237120,,CLUB 2026-27 Club Option
washington-wizards,2025-10-15,10/31/2025,Alex Sarr,option,club,2026-27,12370680,,CLUB 2026-27 Club Option
washington-wizards,2025-10-15,10/31/2025,Kyshawn George,option,club,2026-27,3108000,,CLUB 2026-27 Club Option
washington-wizards,2025-10-15,10/31/2025,Bub Carrington,option,club,2026-27,4900560,,CLUB 2026-27 Club Option
washington-wizards,2025-10-15,6/29/2026,Malaki Branham,qualifying_offer,,2026-27,7110593,,RFA / QO 2026-27 Qualifying Offer
washington-wizards,2025-10-15,6/29/2026,Alondes Williams,qualifying_offer,,2026-27,,,RFA / QO 2026-27 Qualifying Offer
washington-wizards,2025-10-15,6/29/2026,Leaky Black,qualifying_offer,,2026-27,,,RFA / QO 2026-27 Qualifying Offer
washington-wizards,2025-10-15,6/29/2026,Sharife Cooper,qualifying_offer,,2026-27,,Two-Way,RFA / QO 2026-27 Qualifying Offer — Two-Way
washington-wizards,2025-10-15,6/29/2026,Tristan Vukcevic,qualifying_offer,,2026-27,,Two-Way,RFA / QO 2026-27 Qualifying Offer — Two-Way
washington-wizards,2025-10-15,6/29/2026,Jamir Watkins,qualifying_offer,,2026-27,,Two-Way,RFA / QO 2026-27 Qualifying Offer — Two-Way
washington-wizards,2025-10-15,7/1/2026,Cam Whitmore,extension_eligible,,2026-27,,,EXTENSION ELIGIBLE 2026-27 Extension Eligible
washington-wizards,2025-10-15,7/1/2026,Bilal Coulibaly,extension_eligible,,2026-27,,,EXTENSION ELIGIBLE 2026-27 Extension Eligible
washington-wizards,2025-10-15,10/31/2026,Tre Johnson,option,club,2027-28,9061680,,CLUB 2027-28 Club Option
washington-wizards,2025-10-15,10/31/2026,AJ Johnson,option,club,2027-28,5493394,,CLUB 2027-28 Club Option
washington-wizards,2025-10-15,10/31/2026,Alex Sarr,option,club,2027-28,15611798,,CLUB 2027-28 Club Option
washington-wizards,2025-10-15,10/31/2026,Will Riley,option,club,2027-28,3864000,,CLUB 2027-28 Club Option
washington-wizards,2025-10-15,10/31/2026,Kyshawn George,option,club,2027-28,5435892,,CLUB 2027-28 Club Option
washington-wizards,2025-10-15,10/31/2026,Bub Carrington,option,club,2027-28,7257730,,CLUB 2027-28 Club Option
washington-wizards,2025-10-15,1/10/2027,Justin Champagnie,guarantee,,2026-27,2667944,,GUARANTEED 2026-27 Guaranteed
washington-wizards,2025-10-15,6/29/2027,Bilal Coulibaly,qualifying_offer,,2027-28,13314858,,RFA / QO 2027-28 Qualifying Offer
washington-wizards,2025-10-15,6/29/2027,Cam Whitmore,qualifying_offer,,2027-28,8367590,,RFA / QO 2027-28 Qualifying Offer
washington-wizards,2025-10-15,6/29/2027,Justin Champagnie,option,club,2027-28,,non-guaranteed,CLUB 2027-28 Club Option — non-guaranteed
washington-wizards,2025-10-15,6/29/2027,Bub Carrington,qualifying_offer,,2028-29,10821276,,RFA / QO 2028-29 Qualifying Offer
washington-wizards,2025-10-15,7/1/2027,Alex Sarr,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
washington-wizards,2025-10-15,7/1/2027,AJ Johnson,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
washington-wizards,2025-10-15,7/1/2027,Bub Carrington,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
washington-wizards,2025-10-15,7/1/2027,Kyshawn George,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
washington-wizards,2025-10-15,10/1/2027,Corey Kispert,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
washington-wizards,2025-10-15,10/31/2027,Will Riley,option,club,2028-29,6155352,,CLUB 2028-29 Club Option
washington-wizards,2025-10-15,10/31/2027,Tre Johnson,option,club,2028-29,11490211,,CLUB 2028-29 Club Option
washington-wizards,2025-10-15,1/10/2028,Justin Champagnie,guarantee,,2027-28,3005085,,GUARANTEED 2027-28 Guaranteed
washington-wizards,2025-10-15,6/29/2028,AJ Johnson,qualifying_offer,,2028-29,8542228,,RFA / QO 2028-29 Qualifying Offer
washington-wizards,2025-10-15,6/29/2028,Kyshawn George,qualifying_offer,,2028-29,8490864,,RFA / QO 2028-29 Qualifying Offer
washington-wizards,2025-10-15,6/29/2028,Alex Sarr,other,,2028-29,21934577,,2028-29
washington-wizards,2025-10-15,6/29/2028,Corey Kispert,option,club,2028-29,13025000,,CLUB 2028-29 Club Option
washington-wizards,2025-10-15,7/1/2028,Tre Johnson,extension_eligible,,2028-29,,,EXTENSION ELIGIBLE 2028-29 Extension Eligible
washington-wizards,2025-10-15,7/1/2028,Will Riley,extension_eligible,,2028-29,,,EXTENSION ELIGIBLE 2028-29 Extension Eligible
washington-wizards,2025-10-15,6/29/2029,Tre Johnson,qualifying_offer,,2029-30,16476964,,RFA / QO 2029-30 Qualifying Offer
washington-wizards,2025-10-15,6/29/2029,Will Riley,qualifying_offer,,2029-30,9485398,,RFA / QO 2029-30 Qualifying Offer
